date;week;accumulated_cases;new_cases;accumulated_deaths;new_deaths
2022-03-04;9;1038665;661;41578;361
2022-03-05;9;1039542;877;41666;881
2022-03-06;10;1039634;92;41671;51
2022-03-07;10;1039730;96;41673;21
2022-03-08;10;1040623;893;41702;291
2022-03-09;10;1041402;779;41739;371
2022-03-10;10;1042208;806;41787;481
2022-03-11;10;1042762;554;41783;-41
2022-03-12;10;1043447;685;41799;161
2022-03-13;11;1043510;63;41795;-41
2022-03-14;11;1043530;20;41790;-51
2022-03-15;11;1044439;909;41806;161
2022-03-16;11;1045059;620;41836;301
2022-03-17;11;1045674;615;41872;361
2022-03-18;11;1046214;540;41911;391
2022-03-19;11;1046688;474;41940;291
2022-03-20;12;1046822;134;41939;-11
2022-03-21;12;1046835;13;41939;01
2022-03-22;12;1047245;410;41960;211
2022-03-23;12;1047594;349;41988;281
2022-03-24;12;1047831;237;42014;261
2022-03-25;12;1048147;316;42035;211
2022-03-26;12;1048584;437;42053;181
2022-03-27;13;1048745;161;42052;-11
2022-03-28;13;1048753;8;42060;81
2022-03-29;13;1049194;441;42085;251
2022-03-30;13;1049739;545;42105;201
2022-03-31;13;1050419;680;42113;81
2022-04-01;13;1050897;478;42122;91
2022-04-02;13;1051187;290;42126;41
2022-04-03;14;1051175;-12;42124;-21
2022-04-04;14;1051192;17;42124;01
2022-04-05;14;1051570;378;42135;111
2022-04-06;14;1052003;433;42142;71
2022-04-07;14;1052388;385;42147;51
2022-04-08;14;1052551;163;42154;71
2022-04-09;14;1052876;325;42158;41
2022-04-10;15;1053004;128;42157;-11
2022-04-11;15;1053008;4;42157;01
2022-04-12;15;1053322;314;42164;71
2022-04-13;15;1053547;225;42171;71
2022-04-14;15;1054135;588;42182;111
2022-04-15;15;1054590;455;42202;201
2022-04-16;15;1054583;-7;42203;11
2022-04-17;16;1054583;0;42203;01
2022-04-18;16;1054671;88;42203;01
2022-04-19;16;1054671;0;42203;01
2022-04-20;16;1055278;607;42223;201
2022-04-21;16;1055365;87;42224;11
2022-04-22;16;1055421;56;42226;21
2022-04-23;16;1055473;52;42227;11
2022-04-24;17;1055455;-18;42228;11
2022-04-25;17;1055548;93;42229;11
2022-04-26;17;1055789;241;42247;181
2022-04-27;17;1056138;349;42253;61
2022-04-28;17;1056531;393;42261;81
2022-04-29;17;1056662;131;42276;151
2022-04-30;17;1056747;85;42280;41
2022-05-01;18;1056759;12;42279;-11
2022-05-02;18;1056708;-51;42280;11
2022-05-03;18;1056811;103;42284;41
2022-05-04;18;1057034;223;42284;01
2022-05-05;18;1057418;384;42293;91
2022-05-06;18;1058336;918;42299;61
2022-05-07;18;1058838;502;42299;01
2022-05-08;19;1058891;53;42299;01
2022-05-09;19;1058895;4;42299;01
2022-05-10;19;1059063;168;42320;211
2022-05-11;19;1059231;168;42328;81
2022-05-12;19;1059420;189;42340;121
2022-05-13;19;1059614;194;42365;251
2022-05-14;19;1059899;285;42377;121
2022-05-15;20;1060050;151;42394;171
2022-05-16;20;1060058;8;42395;11
2022-05-17;20;1060504;446;42419;241
2022-05-18;20;1060846;342;42429;101
2022-05-19;20;1060916;70;42434;51
2022-05-20;20;1060916;0;42434;01
2022-05-21;20;1060916;0;42434;01
2022-05-22;21;1061587;671;42467;331
2022-05-23;21;1061622;35;42470;31
2022-05-24;21;1061949;327;42482;121
2022-05-25;21;1062261;312;42499;171
2022-05-26;21;1062566;305;42520;211
2022-05-27;21;1062954;388;42549;291
2022-05-28;21;1063980;1026;42563;141
2022-05-29;22;1064155;175;42581;181
2022-05-30;22;1064330;175;42586;51
2022-05-31;22;1064998;668;42596;101
2022-06-01;22;1065382;384;42599;31
2022-06-02;22;1065707;325;42626;271
2022-06-03;22;1065707;0;42626;01
2022-06-04;22;1065707;0;42626;01
2022-06-05;23;1065707;0;42626;01
2022-06-06;23;1065707;0;42626;01
2022-06-07;23;1067064;1357;42658;321
2022-06-08;23;1067605;541;42666;81
2022-06-09;23;1068198;593;42682;161
2022-06-10;23;1068809;611;42702;201
2022-06-11;23;1069257;448;42713;111
2022-06-12;24;1069527;270;42715;21
2022-06-13;24;1069552;25;42715;01
2022-06-14;24;1069552;0;42715;01
2022-06-15;24;1071215;1663;42744;291
2022-06-16;24;1072150;935;42752;81
2022-06-17;24;1072347;197;42760;81
2022-06-18;24;1072612;265;42763;31
2022-06-19;25;1072716;104;42763;01
2022-06-20;25;1072802;86;42765;21
2022-06-21;25;1073701;899;42774;91
2022-06-22;25;1074530;829;42774;01
2022-06-23;25;1075647;1117;42804;301
2022-06-24;25;1075805;158;42837;331
2022-06-25;25;1077349;1544;42862;251
2022-06-26;26;1077502;153;42866;41
2022-06-27;26;1077611;109;42867;11
2022-06-28;26;1078792;1181;42896;291
2022-06-29;26;1079879;1087;42912;161
2022-06-30;26;1081723;1844;42925;131
2022-07-01;26;1083650;1927;42933;81
2022-07-02;26;1085340;1690;42942;91
2022-07-03;27;1085748;408;42948;61
2022-07-04;27;1085821;73;42953;51
2022-07-05;27;1087177;1356;42986;331
2022-07-06;27;1088486;1309;43004;181
2022-07-07;27;1089760;1274;43021;171
2022-07-08;27;1090940;1180;43041;201
2022-07-09;27;1092002;1062;43064;231
2022-07-10;28;1092176;174;43064;01
2022-07-11;28;1092227;51;43065;11
2022-07-12;28;1093429;1202;43097;321
2022-07-13;28;1094317;888;43113;161
2022-07-14;28;1095420;1103;43134;211
2022-07-15;28;1096215;795;43165;311
2022-07-16;28;1097342;1127;43185;201
2022-07-17;29;1097421;79;43191;61
2022-07-18;29;1097474;53;43204;131
2022-07-19;29;1098422;948;43231;271
2022-07-20;29;1099281;859;43245;141
2022-07-21;29;1100023;742;43265;201
2022-07-22;29;1100662;639;43282;171
2022-07-23;29;1101435;773;43296;141
2022-07-24;30;1101513;78;43302;61
2022-07-25;30;1101529;16;43304;21
2022-07-26;30;1102132;603;43331;271
2022-07-27;30;1102855;723;43348;171
2022-07-28;30;1103401;546;43365;171
2022-07-29;30;1104159;758;43387;221
2022-07-30;30;1104848;689;43397;101
2022-07-31;31;1104870;22;43401;41
2022-08-01;31;1104905;35;43401;01
2022-08-02;31;1105233;328;43421;201
2022-08-03;31;1105554;321;43435;141
2022-08-04;31;1106061;507;43443;81
2022-08-05;31;1106725;664;43454;111
2022-08-06;31;1107109;384;43472;181
2022-08-07;32;1107141;32;43470;-21
2022-08-08;32;1107148;7;43472;21
2022-08-09;32;1107549;401;43488;161
2022-08-10;32;1108018;469;43505;171
2022-08-11;32;1108372;354;43507;21
2022-08-12;32;1108904;532;43511;41
2022-08-13;32;1109414;510;43522;111
2022-08-14;33;1109421;7;43523;11
2022-08-15;33;1109464;43;43525;21
2022-08-16;33;1109854;390;43533;81
2022-08-17;33;1110163;309;43547;141
2022-08-18;33;1110441;278;43560;131
2022-08-19;33;1110682;241;43565;51
2022-08-20;33;1110955;273;43572;71
2022-08-21;34;1111055;100;43570;-21
2022-08-22;34;1111162;107;43570;01
2022-08-23;34;1111479;317;43580;101
2022-08-24;34;1111940;461;43588;81
2022-08-25;34;1112396;456;43596;81
2022-08-26;34;1112696;300;43603;71
2022-08-27;34;1112988;292;43607;41
2022-08-28;35;1113045;57;43611;41
2022-08-29;35;1113049;4;43613;21
2022-08-30;35;1113272;223;43620;71
2022-08-31;35;1113403;131;43630;101
2022-09-01;35;1113672;269;43653;231
2022-09-02;35;1113960;288;43666;131
2022-09-03;35;1114409;449;43678;121
2022-09-04;36;1114442;33;43678;01
2022-09-05;36;1114465;23;43678;01
2022-09-06;36;1114811;346;43681;31
2022-09-07;36;1115090;279;43683;21
2022-09-08;36;1115097;7;43684;11
2022-09-09;36;1115315;218;43690;61
2022-09-10;36;1115563;248;43693;31
2022-09-11;37;1115564;1;43693;01
2022-09-12;37;1115595;31;43696;31
2022-09-13;37;1115667;72;43699;31
2022-09-14;37;1115994;327;43704;51
2022-09-15;37;1116189;195;43711;71
2022-09-16;37;1116453;264;43719;81
2022-09-17;37;1116453;0;43719;01
2022-09-18;38;1116653;200;43738;191
2022-09-19;38;1116725;72;43738;01
2022-09-20;38;1116996;271;43743;51
2022-09-21;38;1117218;222;43749;61
2022-09-22;38;1117506;288;43761;121
2022-09-23;38;1117807;301;43770;91
2022-09-24;38;1118272;465;43770;01
2022-09-25;39;1118307;35;43772;21
2022-09-26;39;1118379;72;43772;01
2022-09-27;39;1118839;460;43772;01
2022-09-28;39;1119151;312;43772;01
2022-09-29;39;1119517;366;43772;01
2022-09-30;39;1119812;295;43772;01
2022-10-01;39;1120229;417;43797;251
2022-10-02;40;1120300;71;43841;441
2022-10-03;40;1120317;17;43842;11
2022-10-04;40;1120623;306;43844;21
2022-10-05;40;1120826;203;43853;91
2022-10-06;40;1121087;261;43859;61
2022-10-07;40;1121422;335;43866;71
2022-10-08;40;1121707;285;43867;11
2022-10-09;41;1121715;8;43874;71
2022-10-10;41;1121718;3;43875;11
2022-10-11;41;1122152;434;43888;131
2022-10-12;41;1122414;262;43891;31
2022-10-13;41;1122432;18;43909;181
2022-10-14;41;1122607;175;43912;31
2022-10-15;41;1122607;0;43912;01
2022-10-16;42;1122607;0;43912;01
2022-10-17;42;1122907;300;43921;91
2022-10-18;42;1123171;264;43932;111
2022-10-19;42;1123592;421;43945;131
2022-10-20;42;1123592;0;43945;01
2022-10-21;42;1123592;0;43945;01
2022-10-22;42;1123592;0;43945;01
2022-10-23;43;1123592;0;43945;01
2022-10-24;43;1124329;737;43961;161
2022-10-25;43;1124693;364;43968;71
2022-10-26;43;1124953;260;43975;71
2022-10-27;43;1125052;99;43978;31
2022-10-28;43;1125287;235;43980;21
2022-10-29;43;1125287;0;43980;01
2022-10-30;44;1125287;0;43980;01
2022-10-31;44;1125366;79;43982;21
2022-11-01;44;1125501;135;43982;01
2022-11-02;44;1125501;0;43982;01
2022-11-03;44;1125714;213;43990;81
2022-11-04;44;1125766;52;43995;51
2022-11-05;44;1125766;0;43995;01
2022-11-06;45;1125766;0;43995;01
2022-11-07;45;1125965;199;44003;81
2022-11-08;45;1126310;345;44022;191
2022-11-09;45;1126708;398;44028;61
2022-11-10;45;1126903;195;44028;01
2022-11-11;45;1127292;389;44034;61
2022-11-12;45;1127292;0;44034;01
2022-11-13;46;1127292;0;44034;01
2022-11-14;46;1127776;484;44034;01
2022-11-15;46;1127776;0;44034;01
2022-11-16;46;1127975;199;44040;61
2022-11-17;46;1128534;559;44048;81
2022-11-18;46;1129004;470;44059;111
2022-11-19;46;1129004;0;44059;01
2022-11-20;47;1129004;0;44059;01
2022-11-21;47;1129617;613;44091;321
2022-11-22;47;1129769;152;44108;171
2022-11-23;47;1130169;400;44115;71
2022-11-24;47;1130913;744;44123;81
2022-11-25;47;1131554;641;44133;101
2022-11-26;47;1131554;0;44133;01
2022-11-27;48;1131554;0;44133;01
2022-11-28;48;1132193;639;44144;111
2022-11-29;48;1132290;97;44157;131
2022-11-30;48;1132365;75;44165;81
2022-12-01;48;1132365;0;44165;01
2022-12-02;48;1133100;735;44193;281
2022-12-03;48;1133100;0;44193;01
2022-12-04;49;1133100;0;44193;01
2022-12-05;49;1133753;653;44205;121
2022-12-06;49;1134307;554;44211;61
2022-12-07;49;1134970;663;44217;61
2022-12-08;49;1135369;399;44234;171
2022-12-09;49;1135369;0;44234;01
2022-12-10;49;1135369;0;44234;01
2022-12-11;50;1135369;0;44234;01
2022-12-12;50;1136033;664;44248;141
2022-12-13;50;1136296;263;44248;01
2022-12-14;50;1136660;364;44264;161
2022-12-15;50;1136895;235;44271;71
2022-12-16;50;1137192;297;44287;161
2022-12-17;50;1137192;0;44287;01
2022-12-18;51;1137192;0;44287;01
2022-12-19;51;1137466;274;44301;141
2022-12-20;51;1137633;167;44308;71
2022-12-21;51;1137799;166;44316;81
2022-12-22;51;1138012;213;44322;61
2022-12-23;51;1138104;92;44324;21
2022-12-24;51;1138104;0;44324;01
2022-12-25;52;1138104;0;44324;01
2022-12-26;52;1138330;226;44330;61
2022-12-27;52;1138526;196;44330;01
2022-12-28;52;1138676;150;44338;81
2022-12-29;52;1138963;287;44342;41
2022-12-30;52;1139122;159;44346;41
2022-12-31;52;1139122;0;44346;01
2023-01-01;1;1139122;0;44346;01
2023-01-02;1;1139285;163;44353;71
2023-01-03;1;1139438;153;44355;21
2023-01-04;1;1139553;115;44358;31
2023-01-05;1;1139785;232;44363;51
2023-01-06;1;1139918;133;44368;51
2023-01-07;1;1139918;0;44368;01
2023-01-08;2;1139918;0;44368;01
2023-01-09;2;1140176;258;44369;11
2023-01-10;2;1140365;189;44369;01
2023-01-11;2;1140482;117;44369;01
2023-01-12;2;1140675;193;44369;01
2023-01-13;2;1140861;186;44369;01
2023-01-14;2;1140861;0;44369;01
2023-01-15;3;1140861;0;44369;01
2023-01-16;3;1140861;0;44369;01
2023-01-17;3;1141470;609;44369;01
2023-01-18;3;1141470;0;44369;01
2023-01-19;3;1141928;458;44416;471
2023-01-20;3;1142016;88;44426;101
2023-01-21;3;1142016;0;44426;01
2023-01-22;4;1142016;0;44426;01
2023-01-23;4;1142016;0;44426;01
2023-01-24;4;1142396;380;44449;231
2023-01-25;4;1142637;241;44458;91
2023-01-26;4;1142653;16;44460;21
2023-01-27;4;1142653;0;44460;01
2023-01-28;4;1142653;0;44460;01
2023-01-29;5;1142653;0;44460;01
2023-01-30;5;1143104;451;44483;231
2023-01-31;5;1143302;198;44490;71
2023-02-01;5;1143439;137;44505;151
2023-02-02;5;1143580;141;44512;71
2023-02-03;5;1143723;143;44524;121
2023-02-04;5;1143723;0;44524;01
2023-02-05;6;1143723;0;44524;01
2023-02-06;6;1143859;136;44529;51
2023-02-07;6;1143859;0;44529;01
2023-02-08;6;1144146;287;44538;91
2023-02-09;6;1144306;160;44541;31
2023-02-10;6;1144432;126;44545;41
2023-02-11;6;1144432;0;44545;01
2023-02-12;7;1144432;0;44545;01
2023-02-13;7;1144717;285;44550;51
2023-02-14;7;1144876;159;44553;31
2023-02-15;7;1145101;225;44557;41
2023-02-16;7;1145311;210;44559;21
2023-02-17;7;1145545;234;44562;31
2023-02-18;7;1145545;0;44562;01
2023-02-19;8;1145545;0;44562;01
2023-02-20;8;1145545;0;44562;01
2023-02-21;8;1145545;0;44562;01
2023-02-22;8;1146164;619;44568;61
2023-02-23;8;1146354;190;44570;21
2023-02-24;8;1146714;360;44581;111
2023-02-25;8;1146714;0;44581;01
2023-02-26;9;1146714;0;44581;01
2023-02-27;9;1148637;1923;44595;141
2023-02-28;9;1149654;1017;44601;61
2023-03-01;9;1150547;893;44607;61
2023-03-02;9;1150796;249;44610;31
2023-03-03;9;1151589;793;44613;31
2023-03-04;9;1151589;0;44613;01
2023-03-05;10;1151589;0;44613;01
2023-03-06;10;1151589;0;44613;01
2023-03-07;10;1151589;0;44613;01
2023-03-08;10;1151589;0;44613;01
2023-03-09;10;1151589;0;44613;01
2023-03-10;10;1151589;0;44613;01
2023-03-11;10;1153678;2089;44646;331
2023-03-12;11;1153678;0;44646;01
2023-03-13;11;1153678;0;44646;01
2023-03-14;11;1153678;0;44646;01
2023-03-15;11;1153678;0;44646;01
2023-03-16;11;1153678;0;44646;01
2023-03-17;11;1153678;0;44646;01
2023-03-18;11;1155814;2136;44671;251
2023-03-19;12;1155814;0;44671;01
2023-03-20;12;1155814;0;44671;01
2023-03-21;12;1155814;0;44671;01
2023-03-22;12;1155814;0;44671;01
2023-03-23;12;1155814;0;44671;01
2023-03-24;12;1155814;0;44671;01
2023-03-25;12;1157359;1545;44690;191
2023-03-26;13;1157359;0;44690;01
2023-03-27;13;1157359;0;44690;01
2023-03-28;13;1157359;0;44690;01
2023-03-29;13;1157359;0;44690;01
2023-03-30;13;1157359;0;44690;01
2023-03-31;13;1157359;0;44690;01
2023-04-01;13;1159045;1686;44733;431
2023-04-02;14;1159045;0;44733;01
2023-04-03;14;1159045;0;44733;01
2023-04-04;14;1159045;0;44733;01
2023-04-05;14;1159045;0;44733;01
2023-04-06;14;1159045;0;44733;01
2023-04-07;14;1159045;0;44733;01
2023-04-08;14;1160135;1090;44747;141
2023-04-09;15;1160135;0;44747;01
2023-04-10;15;1160135;0;44747;01
2023-04-11;15;1160135;0;44747;01
2023-04-12;15;1160135;0;44747;01
2023-04-13;15;1160135;0;44747;01
2023-04-14;15;1160135;0;44747;01
2023-04-15;15;1162991;2856;44781;341
2023-04-16;16;1162991;0;44781;01
2023-04-17;16;1162991;0;44781;01
2023-04-18;16;1162991;0;44781;01
2023-04-19;16;1162991;0;44781;01
2023-04-20;16;1162991;0;44781;01
2023-04-21;16;1162991;0;44781;01
2023-04-22;16;1167278;4287;44799;181
2023-04-23;17;1167278;0;44799;01
2023-04-24;17;1167278;0;44799;01
2023-04-25;17;1167278;0;44799;01
2023-04-26;17;1167278;0;44799;01
2023-04-27;17;1167278;0;44799;01
2023-04-28;17;1167278;0;44799;01
2023-04-29;17;1168994;1716;44819;201
2023-04-30;18;1168994;0;44819;01
2023-05-01;18;1168994;0;44819;01
2023-05-02;18;1168994;0;44819;01
2023-05-03;18;1168994;0;44819;01
2023-05-04;18;1168994;0;44819;01
2023-05-05;18;1168994;0;44819;01
2023-05-06;18;1172202;3208;44842;231
2023-05-07;19;1172202;0;44842;01
2023-05-08;19;1172202;0;44842;01
2023-05-09;19;1172202;0;44842;01
2023-05-10;19;1172202;0;44842;01
2023-05-11;19;1172202;0;44842;01
2023-05-12;19;1172202;0;44842;01
2023-05-13;19;1176766;4564;44871;291
2023-05-14;20;1176766;0;44871;01
2023-05-15;20;1176766;0;44871;01
2023-05-16;20;1176766;0;44871;01
2023-05-17;20;1176766;0;44871;01
2023-05-18;20;1176766;0;44871;01
2023-05-19;20;1176766;0;44871;01
2023-05-20;20;1177929;1163;44901;301
2023-05-21;21;1177929;0;44901;01
2023-05-22;21;1177929;0;44901;01
2023-05-23;21;1177929;0;44901;01
2023-05-24;21;1177929;0;44901;01
2023-05-25;21;1177929;0;44901;01
2023-05-26;21;1177929;0;44901;01
2023-05-27;21;1178627;698;44921;201
2023-05-28;22;1178627;0;44921;01
2023-05-29;22;1178627;0;44921;01
2023-05-30;22;1178627;0;44921;01
2023-05-31;22;1178627;0;44921;01
2023-06-01;22;1178627;0;44921;01
2023-06-02;22;1178627;0;44921;01
2023-06-03;22;1179207;580;44956;351
2023-06-04;23;1179207;0;44956;01
2023-06-05;23;1179207;0;44956;01
2023-06-06;23;1179207;0;44956;01
2023-06-07;23;1179207;0;44956;01
2023-06-08;23;1179207;0;44956;01
2023-06-09;23;1179207;0;44956;01
